"","question"
"2122","앞으로 어떤 자동차를 만들면 잘 팔리겠는가?"
"2123","양극화에 대해 말해보시오."
"2124","오늘 아침에 어떻게 시험장에 왔는지 영어로 답하시오."
"2125","외제차가 급속도로 늘어나고 있는것에 대해 어떻게 생각하는가?"
"2126","우리나라에선 어떤 차가 가장 적합하다고 생각하는가?"
"2127","원자력을 사용하는 것에 대해 어떻게 생각하는가?"
"2128","주말에 무엇을 할 계획인지 영어로 설명하시오."
"2129","지원한 곳과 다른 지역에서 근무해도 괜찮은가?"
"2130","팀 활동에서 맡은 역할은 무엇인가?"
"2131","학점이 낮은데 왜 그런가?"
"2132","핸드폰 보급률이 우리나라가 높은 이유는 뭐라고 생각하는가?"
"2133","현기차 중 하나를 골라 대외에서 보는 기업이미지를 말해보시오."
"2134","현기차가 할 수 있는 부의 분배에 대해 말해보시오."
"2135","IQS에 대해 말해보시오."
"2136","품질경영팀에서 경험 및 가지고있는 능력을 가지고 본인이 잘 할 수 있는 구체적인 이유를 말해보시오"
"2137","품질경영팀에서 경험 및 가지고있는 능력을 가지고 자신이 잘 할 수 있는 구체적인 이유를 말해보시오"
"2138","자신의 단점은 무엇인가?"
"2139","여자친구있습니까?"
"2140","자신이 살아오면서 실패한 경험은 어떤것이 있나요"
"2141","팀프로젝트를 할때 부당하게 많은 과제를 부여 받은 적이 있나요 있다면 어떻게 대처했고 그때의 생각은 어땠나요"
"2142","학교 또는 단체에서 협력을 통해서 주어진 과제를 해결한 예는 어떤것들이 있나요"
"2143","가족들과 밥은 얼마나 자주 같이 먹는가? 영어로 말해보세요"
"2144","우리나라에 거주하는 해외 인력에 대해 어떻게 생각하는가? 영어로 말해보세요"
"2145","저녁 메뉴로 주로 무엇을 먹는지 영어로 말해보세요"
"2146","지금 느낌을 영어로 말해보세요"
"2147","자주 가는 음식점에 대해 영어로 설명해보세요"
"2148","재료를 강화시키는 방법 3가지 이상 발표하고 예를 들어보세요 만약 어떤 재료가 고온에 계속 노출되는 재료라면 그 강화방법 중 어떤 것을 고를 것인지 발표해보세요"
"2149","해결해야 할 문제가 있는데 상사와 의견이 다를 경우 어떻게 의견을 조율하겠는가?"
"2150","회사에 상담하는 곳이 생긴다면 이용하겠는가?"
"2151","자기소개를 해보세요."
"2152","업무를 하다가 본인과 의견이 달랐을 때 어떻게 대처할 건가요?"
"2153","같이 일하기 힘든 사람이 있을 때 어떻게 할 건가요?"
"2154","자기소개를 해주세요"
"2155","본인이 업무를 수행하는데 있어서 강점이라고 생각하는 것은 무엇인가요?"
"2156","본인만의 원칙은?"
"2157","함께 일하기 어려운 직원의 유형은?"
"2158","어려운 유형의 민원이 왔을 때 대처법을 말해보세요."
"2159","마지막 할말이 있으면 말씀해주세요"
"2160","본인의 가치관과 인생관을 얘기하고, 해당 직무에 필요한 자질이 무엇인지 말해보세요."
"2161","최근에 맡아서 수행했던 역할은 무엇이며 이것이 건보에 어떻게 연결되나요?"
"2162","본인의 단점은? (면접용 같은 장점같은 단점 말고)"
"2163","살면서 문제가 발생 하였을때 잘 해결한 적이 있나요?"
"2164","공동체속에서의 갈등을 극복한 경험을 말해보세요."
"2165","국민건강보험공단이 다른 공공기관보다 더 도덕성을 중시해야하는 이유를 말해보세요."
"2166","봉사활동경험이 있나요?"
"2167","카페사장이라고 가정하고 빨대 10만개의 재고를 소진해야한다면 어떻게 할건가요?"
"2168","조직에서 이거 하난 자신있다 하는 것은 무엇인가요?"
"2169","자기 전문성 향상을 위해 어떤 노력을 했는가?"
"2170","타인으로 부터 들었던 안좋은 점을 말하고 그것을 극복하기 위해 어떤 노력을 했는가?"
"2171","아까 카테고리화 해서 매뉴얼 작성했다고 했는데, 어떻게 나눴는가?"
"2172","갈등을 해결한 경험에 대해 말해보세요."
"2173","원리원칙을 지킨 사례에 대해 말해보세요."
"2174","갈등 중재한 사례 한개 더 말해보라"
"2175","지원동기가 무엇입니까?"
"2176","민원을 응대했던 경험이 있는가?"
"2177","고객의 요구사항을 사전에 파악했던 경험이 있는가?"
"2178","자기소개+지원동기(1분안으로 짧게)를 말해보세요."
"2179","건강보험공단이 하는 일을 설명해보세요."
"2180","성격의 장점을 말해보세요."
"2181","자기소개서에 나와있지 않은 지원동기를 말해보아라."
"2182","본인이 생각하는 공직자의 태도 중 가장 중요한 것은 무엇인가?"
"2183","건강보험과 장기요양보험의 차이점에 대해 말해보아라."
"2184","실패한 경험에 대해 말해보세요."
"2185","다른 사람과 차별화된 장점은?"
"2186","마지막 할 말을 해보세요."
"2187","자기소개를 해보세요."
"2188","지원동기를 말해 보세요."
"2189","우리 공단 사업 중 아는 것이 있는가?"
"2190","건강보험공단에 지원하게 된 이유는?"
"2191","건강보험공단은 문제점에 대해 말해보세요."
"2192","억울했던 경험에 대해 말해보세요."
"2193","스트레스 상황에 대해 어떻게 극복하는지?"
"2194","누군가를 설득하여 감동을 준 경험이 있는지?"
"2195","자신의 장, 단점은?"
"2196","지원동기"
"2197","본인의 단점은"
"2198","본인을 뽑아야하는 이유"
"2199","처음 만나는 사람들과 친하게 지내는 편입니까?"
"2200","스트레스를 해소하는 방법이 무엇입니까?"
"2201","자료수집을 하는 방법이 있나요?"
"2202","동아리에서 한 역할"
"2203","직업 선택시 중요하게 생각하는 요인"
"2204","단점과 보완하기 위한 노력"
"2205","본인의 성격의 장점이 무엇이라고 생각하시나요?"
"2206","공정한 업무처리로 조직에서 신뢰를 얻었던 경험이 있었나요?"
"2207","국민건강보험공단에 대해 아는 것이 있다면 다 말씀해주세요."
"2208","악성민원 대처방법"
"2209","사회보장제도란?"
"2210","핵심 가치를 아는지?"
"2211","자기소개"
"2212","본인의 장단점"
"2213","직장선택시 중요하게 생각하는 것은"
"2214","건강보험공단의 핵심가치에 대해 말하고 어떠한 것에 어울리는지 설명하시오"
"2215","직장상사와의 부당한지시를 어떻게 풀어야 할것인지"
"2216","노력하는 인재라는 것을 어떻게 증명했는지(경험담)"
"2217","자신은 주변 사람들에게 어떤 사람인가"
"2218","자신의 장점"
"2219","자신이 주도적으로 무언가를 해봤던 경험"
"2220","자신을 색깔로 비유한다면? 건강보험공단을 색깔로 비유한다면?"
"2221","보고서가 언제 쓰이며, 어떻게 쓰는 것인지 아는가?"
"2222","건강보험공단은 여성이 많은 집단인데, 어떤 특징이 있을 거라고 생각하나?"
"2223","자신의 성격의 장단점을 간단히 말해보세요"
"2224","신뢰를 바탕으로 하는 인재에 부합하는지 이야기하시오"
"2225","소통을 위해 무엇을 하였는지 이야기하시오"
"2226","그 외 자신의 경력에 있어 공단에 도움이 될만한 것을 이야기 하시오"
"2227","본인의 쾌활함을 점수로 나타내면?"
"2228","몇학번인가? 나이는?"
"2229","퇴근후 어떤일을 할 예정인지?"
"2230","건강보험공단에 들어오면 어떤 일을 하게될 것 같은가?"
"2231","고객을 응대할 때 가장 우선시 해야 하는 것은 무엇인가?"
"2232","영어 도서관에서 일했는데, 여기서 무슨 일을 했던 것인가?"
"2233","가장 좋아했던 수업은 무엇이었나요?"
"2234","지원자가 번아웃을 극복하는 방법은 무엇인가요?"
"2235","본인이 생각하는 가장 역사적인 사건은 무엇인가요?"
"2236","지원자가 스트레스를 해소하는 방법은 무엇인가요?"
"2237","점수를 매겨본다면 몇 점을 줄 것인가요?"
"2238","공단이 하는 일은?"
"2239","담배소송과 이에대한 본인의 생각은?"
"2240","경험 사항으로는 어떤 것이 있는지 말해보세요."
"2241","여가 시간에 무엇을 하나요?"
"2242","자신을 점수로 표현하자면 몇 점인가요?"
"2243","다른 기업에서 인턴을 했을 때 남들보다 업무를 효과적으로 수행했던 노하우가 있었는가?"
"2244","문제를 해결했던 사례 또는 문제해결능력을 보여줄 수 있는 경험에 대해 말해보시오."
"2245","하고 싶은 말이 있는가?"
"2246","30초 자기소개"
"2247","4대보험의 종류로 무엇이 있는가?"
"2248","건보료 부과체계의 문제점에 대해 말해보시오."
"2249","건보에서 하는 일 2가지를 말해봐라."
"2250","고령화 시대에 건강보험공단이 어떻게 해야 할 것인가?"
"2251","국민건강보험공단에 대해 아는 것을 말해보라."
"2252","국민건강보험공단에 대해 아쉬운 점에 대해 이야기해보시오."
"2253","국민건강보험공단에 들어와서의 목표는 무엇인가?"
"2254","국민건강보험공단의 좋은 점과 개선할 점에 대해서 말해보시오."
"2255","국민건강보험공단이 무엇을 하는 곳인지 알고 있는가?"
"2256","국민건강보험공단이 사회기여활동을 하고 있는데, 어떻게 생각하는가? 또한 추천할 만한 사회기여활동이 있으면 이야기해보시오."
"2257","국민건강보험공단이 하는 일에 대해 말해보시오."
"2258","국민보험공단의 문제점과 개선방안에 대해서 말해보시오."
"2259","노인장기요양보험이란 무엇인가?"
"2260","다른 사람과 함께하는 업무와 혼자하는 업무 중 어느 쪽을 더 선호하는가?"
"2261","다른 사람이 보는 본인의 이미지는 어떠한가?"
"2262","담배소송과 관련하여 찬성인지 반대인지 자신의 의견을 말해보시오."
"2263","담배소송에 걸린 경제적인 부분이 얼마인지 아는가?"
"2264","담배회사 아는 대로 말해보시오."
"2265","당신이 면접관이라면 어떤 인턴을 뽑을 것인가?"
"2266","대인관계를 잘 유지하기 위해서 필요한 것은 무엇인가?"
"2267","만일 인턴에 불합격 한다면 이후의 계획은 어떻게 되는가?"
"2268","민원을 상대할 때 어떠한 역량으로 대할 것인가?"
"2269","민원응대에서 가장 중요하다고 생각하는 것은 무엇인가?"
"2270","상대방에게 신뢰를 준 경험이 있는가?"
"2271","아르바이트나 인턴 등의 경험을 통해서 느낀점은 무엇인가?"
"2272","악성민원인에 대해서 어떻게 할 것인가?"
"2273","어려웠던 경험, 그리고 그것을 해결하기 위해 어떻게 행동했는지 말해보시오."
"2274","연령이 높으신 분들과 일하게 될 텐데 사고 차이라던가 세대 차이와 같은 것들을 어떻게 극복하고 해결해나갈 것인가?"
"2275","운동을 얼마나 하는가? 운동을 한지는 얼마나 오래되었는가?"
"2276","운동을 하면서 체력 외에 얻은 것은 무엇인가?"
"2277","인생에서 가장 소중한 것은 무엇인가?"
"2278","입사 위해 그동안 무엇을 노력해왔는가?"
"2279","자기소개"
"2280","자신의 강점에 대해 말해보시오."
"2281","자신의 한계에 도전한 경험이 있는가?"
"2282","자신이 가진 강점에 대해 말해보시오. 또한 그 강점이 공단에서 일하는 데 어떤 도움이 될 수 있을지 말해보시오."
"2283","자신이 살면서 가장 성취했던 일을 말해보시오."
"2284","정부가 하고 있는 정책 중 잘하고 있다고 생각하는 정책은 무엇인가?"
"2285","지원동기"
"2286","지원동기가 어떻게 되는가?"
"2287","지원자의 성격의 장단점에 대해 말해보시오."
"2288","직장생활에서 중요하다고 생각하는 것은 무엇인가?"
"2289","체력관리를 어떻게 하는가?"
"2290","최근 읽은 책과 느낀점에 대해 말해보시오."
"2291","최근에 국민건강보험에 관련한 뉴스 중 기억나는 기사는 무엇인가?"
"2292","층간흡연에 대해 어떻게 생각하는가?"
"2293","치매 환자에 대해 건보가 하는 일과 해결점에 대해 말해보시오."
"2294","학교생활을 하면서 이루거나 좋은 성과를 낸 것이 있는가?"
"2295","학생과 사회인의 차이점은 무엇인가?"
"2296","공기업과 사기업의 차이를 얘기해보시오."
"2297","공기업에서 일하려면 뭐가 제일 필요하다고 생각되나?"
"2298","국민건강보험공단에 입사한다면 어떤 사람이 되고 싶나?"
"2299","그동안 해온 여러 활동을 통해서 배울 수 있었던 것이 무엇인가?"
"2300","본인이 생각하기에 공단에서 일할 때 필요한 능력 두가지만 얘기해보시오. 그 둘 중에 본인은 뭐가 뛰어나고 뭐가 부족하다고 생각하는가? 또 부족한 부분은 어떻게 성장시킬 것인가?"
