"company","school","score","TOEIC","T.Speaking","OPIC","language","cert.ea_mean","overseas_exp","intern","prize","CSS"
"글로텍 주식회사","대졸","3.63/4.5","848점","Lv6","IM3","1.3개","1.8개","1.8회","1.8회","2.3회","2.1회"
"(주)동진","고졸","-","-","-","-","-","2.2개","-","-","3회","-"
"(주)동진","대학원졸","4.03/4.5","733점","Lv6","IM1","1.5개","1.8개","1.5회","2회","2회","2.8회"
"(주)동진","초대졸","3.43/4.5","510점","-","NH","-","2개","1회","-","1회","2회"
"(주)동진","대졸","3.52/4.5","731점","Lv6","IL","1.2개","2.3개","1.4회","1.3회","1회","1.8회"
"(주)시노펙스","고졸","-","-","-","-","-","1.5개","-","-","-","-"
"(주)시노펙스","초대졸","3.57/4.5","720점","-","-","1개","2.5개","2회","-","-","-"
"(주)시노펙스","대졸","3.47/4.5","763점","Lv7","IM2","1개","2개","1.4회","1회","1.8회","2.3회"
"에스케이엠앤서비스(주)","고졸","-","-","-","-","2개","2.1개","1회","-","-","-"
"에스케이엠앤서비스(주)","초대졸","3.59/4.5","-","-","-","-","2.5개","1.5회","1회","-","1회"
"에스케이엠앤서비스(주)","대졸","3.47/4.5","752점","Lv6","IL","1.3개","2.1개","1.1회","1.5회","1.1회","1.8회"
"해성옵틱스(주)","고졸","-","-","-","-","-","1.9개","-","2회","-","-"
"해성옵틱스(주)","초대졸","3.7/4.5","-","-","-","1개","3개","1회","4회","-","1.3회"
"해성옵틱스(주)","대졸","3.57/4.5","655점","-","-","1개","2.6개","2회","-","-","-"
"한국성전(주)","고졸","-","-","-","-","-","3개","-","-","-","-"
"한국성전(주)","초대졸","3.71/4.5","-","-","-","1개","2.3개","-","-","-","-"
"한국성전(주)","대졸","3.39/4.5","668점","-","-","1개","1.9개","1.5회","1회","1회","1회"
"(주)에이스테크놀로지","고졸","-","-","-","-","-","1.2개","-","-","-","-"
"(주)에이스테크놀로지","대학원졸","4.1/4.5","733점","Lv6","IH","1개","2.3개","1회","-","1회","1회"
"(주)에이스테크놀로지","초대졸","3.43/4.5","-","-","-","1개","2.1개","1회","-","-","1회"
"(주)에이스테크놀로지","대졸","3.5/4.5","813점","-","-","1개","1.9개","1.7회","1회","2회","3회"
"주식회사 엘비루셈","고졸","-","-","-","-","-","2.1개","-","-","-","-"
"주식회사 엘비루셈","초대졸","3.68/4.5","350점","-","-","2개","2.6개","2회","-","1회","-"
"주식회사 엘비루셈","대졸","3.68/4.5","744점","Lv6","IL","1개","2.4개","1.4회","1.3회","2회","1.5회"
"주식회사 티머니","초대졸","3.4/4.5","635점","Lv6","-","1개","2.3개","1회","1회","1회","1회"
"주식회사 티머니","대졸","3.65/4.5","833점","Lv8","IM3","1개","1.8개","1.2회","2회","2회","1.8회"
"시그네틱스(주)","고졸","-","-","-","-","1개","1.9개","1회","1회","1회","1.7회"
"시그네틱스(주)","초대졸","3.6/4.5","502점","-","IM1","1개","2.1개","1.3회","2회","2.3회","1.3회"
"시그네틱스(주)","대졸","3.51/4.5","743점","Lv6","IM2","1.6개","2개","1.1회","1.3회","1.2회","1.6회"
"슈나이더일렉트릭코리아 주식회사","대졸","3.64/4.5","886점","Lv6","IH","1개","1.5개","2회","1.5회","1회","1.3회"
"삼영전자공업(주)","고졸","-","-","-","-","1개","1.8개","-","2회","5회","-"
"삼영전자공업(주)","초대졸","3.56/4.5","-","-","-","1.5개","2.2개","1회","-","-","1회"
"삼영전자공업(주)","대졸","3.59/4.5","839점","Lv6","-","1.5개","1.8개","1.1회","1회","2회","1회"
"(주)지에스아이티엠","대졸","3.58/4.5","738점","Lv6","IM3","-","2.7개","1.5회","1회","1.3회","1회"
"넥상스코리아(주)","대졸","3.31/4.5","827점","Lv6","-","1개","2.6개","1.4회","-","-","-"
"(주)파세코","고졸","-","-","-","-","-","1.7개","-","-","-","-"
"(주)파세코","초대졸","3.45/4.5","-","-","-","-","2개","-","2회","2회","1회"
"(주)파세코","대졸","3.44/4.5","624점","-","-","1개","1.9개","1.5회","1회","-","1회"
"(주)휴니드테크놀러지스","대졸","3.47/4.5","846점","Lv5","IL","-","1.9개","1회","2회","2회","1.5회"
"팅크웨어(주)","고졸","-","-","-","-","1개","1.4개","-","-","-","1회"
"팅크웨어(주)","대학원졸","4.19/4.5","758점","-","IM1","1개","2개","1.2회","-","1.5회","2회"
"팅크웨어(주)","초대졸","3.5/4.5","465점","-","-","1개","2.2개","1.4회","1회","1.5회","1.4회"
"팅크웨어(주)","대졸","3.48/4.5","724점","Lv6","IM2","1.1개","2.2개","1.4회","2.1회","1.7회","2회"
"(주)아프리카티비","대졸","3.48/4.5","697점","Lv6","IM2","1.5개","2.4개","1.5회","1.4회","2.4회","3.1회"
"(주)우주일렉트로닉스","고졸","-","-","-","-","-","2.6개","1회","1회","5회","1회"
"(주)우주일렉트로닉스","대학원졸","4.03/4.5","735점","Lv5","IM2","1개","2.4개","1.5회","1회","1.8회","2.2회"
"(주)우주일렉트로닉스","초대졸","3.67/4.5","505점","-","IH","1개","2.5개","1.5회","1.5회","2회","1회"
"(주)우주일렉트로닉스","대졸","3.46/4.5","845점","Lv6","IM2","1개","2개","1.2회","1.2회","2.2회","1.9회"
"아시아나아이디티(주)","대졸","3.65/4.5","841점","Lv6","IM1","-","1.5개","1.3회","1.2회","2회","1회"
"라인플러스 주식회사","대졸","3.65/4.5","894점","Lv7","IM3","1.3개","1.8개","1.2회","1.2회","1.3회","1.7회"
"(주)코텍","고졸","-","-","-","-","-","2개","-","-","-","-"
"(주)코텍","대졸","3.54/4.5","765점","Lv5","IM2","1.7개","2개","1.5회","1회","-","2회"
"주식회사에스코넥","고졸","-","845점","-","-","-","1개","1회","-","-","4회"
"주식회사에스코넥","초대졸","3.65/4.5","-","-","-","-","2.1개","1회","-","1회","1회"
"주식회사에스코넥","대졸","3.37/4.5","813점","Lv5","IL","1.5개","2.1개","1회","-","1.5회","1회"
"(주)케이에이치바텍","대졸","3.44/4.5","767점","-","-","1개","2.5개","1.4회","-","-","-"
"주식회사 아이비케이시스템","대졸","3.8/4.5","759점","Lv6","IM3","1개","2.3개","1회","1회","1.4회","1.5회"
"(주)유라테크","대졸","3.61/4.5","813점","Lv6","IM2","1개","3개","1.1회","-","-","2회"
"(주)안랩","대학원졸","4/4.5","836점","Lv6","IM2","-","2.1개","1.4회","1회","1회","2.5회"
"(주)안랩","초대졸","3.51/4.5","-","-","-","1개","2.5개","1회","-","2회","-"
"(주)안랩","대졸","3.52/4.5","779점","Lv6","IM1","1개","2.4개","1.2회","1.6회","1.8회","1.7회"
"동국시스템즈 주식회사","대졸","3.41/4.5","668점","Lv4","IL","-","1.8개","1.5회","-","1회","2.5회"
"주식회사 채널에이","대졸","3.53/4.5","960점","-","IM1","1.5개","1.3개","1회","1회","-","2회"
"(주)정원엔시스","대졸","3.47/4.5","741점","Lv6","-","1개","2.7개","1회","1회","2회","2.3회"
"엘티소재(주)","고졸","-","-","-","-","-","2개","-","-","-","-"
"엘티소재(주)","초대졸","3.79/4.5","-","-","-","1개","2.4개","2회","-","2회","1.5회"
"엘티소재(주)","대졸","3.69/4.5","800점","-","IH","1.3개","2.3개","1.6회","1.7회","3회","2.3회"
"(주)파인테크닉스","고졸","-","-","-","-","-","1.9개","-","-","-","-"
"(주)파인테크닉스","초대졸","3.43/4.5","-","-","-","-","1.7개","-","1회","-","1회"
"(주)파인테크닉스","대졸","3.52/4.5","725점","-","IM2","1.1개","2.2개","1.4회","1.3회","2회","1.7회"
"한국요꼬가와전기주식회사","고졸","-","-","-","-","-","2개","-","-","-","-"
"한국요꼬가와전기주식회사","초대졸","3.5/4.5","595점","-","IL","-","2.4개","1회","2회","2회","1회"
"한국요꼬가와전기주식회사","대졸","3.38/4.5","816점","Lv6","IM3","1개","1.4개","1회","1회","2회","2회"
"(주)가비아","초대졸","3.75/4.5","-","-","-","-","2.2개","1회","3회","1회","1회"
"(주)가비아","대졸","3.35/4.5","816점","Lv6","IH","1개","2개","1.1회","1.3회","1.8회","3회"
"(주)에프에스티","고졸","-","-","-","-","-","2.6개","-","-","-","-"
"(주)에프에스티","초대졸","3.68/4.5","-","-","-","1개","2.4개","-","1회","2.3회","1.5회"
"(주)에프에스티","대졸","3.05/4.5","626점","-","-","1개","2.1개","2.5회","-","2회","-"
"(주)조이시티","대졸","3.37/4.5","731점","-","-","1개","2.1개","1.2회","1.5회","1회","1회"
"(주)신한디에스","대졸","3.46/4.5","778점","Lv6","IM2","1개","2.8개","2회","1.3회","1.6회","1.8회"
"(주)디아이","고졸","-","-","-","-","-","2.1개","-","-","-","2회"
"(주)디아이","대학원졸","4.11/4.5","900점","-","IM2","1.1개","1.8개","1.4회","1회","2.3회","1.7회"
"(주)디아이","초대졸","3.39/4.5","643점","-","IM1","1개","2개","1회","-","1.7회","1회"
"(주)디아이","대졸","3.71/4.5","803점","Lv6","IM3","1.4개","2.1개","1.3회","1.2회","1.8회","1.8회"
"리모트솔루션 주식회사","대졸","3.25/4.5","780점","Lv5","-","1개","2.3개","1.3회","-","1회","1회"
"(주)오픈베이스","대졸","3.47/4.5","739점","Lv6","IM2","1.3개","2.1개","1.2회","1.5회","1회","1.8회"
"리디 주식회사","대졸","3.57/4.5","865점","Lv7","IM3","1개","2.1개","1회","1회","1.6회","1.6회"
"주식회사 오토닉스","고졸","-","-","-","-","-","2.8개","-","-","-","-"
"주식회사 오토닉스","초대졸","3.81/4.5","-","-","-","1개","2.5개","1회","-","-","-"
"주식회사 오토닉스","대졸","3.51/4.5","772점","Lv6","IM2","1.2개","1.8개","1.5회","1.2회","1.2회","1.9회"
"(주)에스비에스콘텐츠허브","대졸","3.51/4.5","803점","Lv6","-","1개","1.3개","1회","-","2회","2회"
"현우산업(주)","고졸","-","-","-","-","-","1.7개","1회","-","1회","1회"
"현우산업(주)","초대졸","3.44/4.5","-","-","-","1개","2.1개","1회","3회","-","1회"
"현우산업(주)","대졸","3.38/4.5","680점","-","-","-","2.2개","1.5회","-","1.5회","1회"
"한국후지쯔주식회사","대졸","3.53/4.5","810점","Lv6","IH","1.3개","2개","1.2회","-","2회","3회"
"(주)아이디스","고졸","-","-","-","-","-","1.7개","-","-","-","-"
"(주)아이디스","초대졸","3.7/4.5","465점","-","-","1개","1.5개","1회","-","-","1회"
"(주)아이디스","대졸","3.49/4.5","841점","Lv6","AL","1.5개","2개","1회","1회","1.2회","1.5회"
"광전자(주)","고졸","-","-","-","-","-","1.8개","-","-","4회","1회"
"광전자(주)","초대졸","3.73/4.5","-","-","-","-","2.3개","1회","-","1회","3회"
"광전자(주)","대졸","3.71/4.5","772점","-","IL","1.1개","2.1개","1.3회","1회","1회","1.5회"
"(주)케이비데이타시스템","대졸","3.64/4.5","807점","Lv6","IM3","-","2.2개","1회","1회","2회","1회"
"현대정보기술(주)","대학원졸","3.93/4.5","730점","-","-","1개","2개","1.8회","-","1회","-"
"현대정보기술(주)","초대졸","3.4/4.5","-","-","-","-","2.6개","-","-","-","-"
"현대정보기술(주)","대졸","3.48/4.5","737점","Lv5","IM2","1개","2.3개","1.4회","1.2회","1.2회","1.9회"
"(주)링네트","대졸","3.42/4.5","681점","Lv5","IM1","1개","3개","1.5회","-","4회","1.8회"
"(주)뉴프렉스","고졸","-","-","-","-","-","1.5개","1회","-","-","1회"
"(주)뉴프렉스","초대졸","3.64/4.5","575점","-","-","1개","2.1개","2회","3회","1회","1.7회"
"(주)뉴프렉스","대졸","3.44/4.5","761점","Lv5","IM3","1.3개","2개","1.1회","2.3회","1회","2회"
"주식회사 세일사","대졸","3.62/4.5","789점","-","IM3","1.4개","2개","1.4회","2.3회","1.5회","1회"
"(주)신신사","고졸","-","-","-","-","-","1.6개","-","-","-","-"
"(주)신신사","초대졸","3.75/4.5","325점","-","-","-","1.8개","-","-","-","2회"
"(주)신신사","대졸","3.23/4.5","783점","Lv6","-","1개","3.3개","1회","1회","-","2회"
"(주)아이엠","대졸","3.67/4.5","762점","-","IM2","1개","2.1개","1.3회","1회","1.8회","1회"
"(주)유클릭","대졸","3.62/4.5","700점","-","IL","1개","2.2개","1회","1회","-","1회"
"코나아이(주)","대학원졸","3.94/4.5","818점","-","IL","3개","2.4개","1.5회","-","1회","2.7회"
"코나아이(주)","대졸","3.48/4.5","838점","Lv6","IM2","1개","1.8개","1.4회","1회","2회","1.6회"
"주식회사 씨엠비","대졸","3.34/4.5","648점","Lv6","IM2","1개","2개","1.3회","1회","-","1회"
"(주)로옴코리아","고졸","-","-","-","-","-","1.6개","-","-","-","-"
"(주)로옴코리아","대졸","3.31/4.5","750점","-","-","1.5개","2.4개","1회","-","-","-"
"(주)E&T","고졸","-","-","-","-","-","2.2개","-","-","-","-"
"(주)E&T","초대졸","3.62/4.5","-","-","-","1.8개","2.2개","1.3회","1.3회","1회","2.6회"
"(주)E&T","대졸","3.6/4.5","827점","Lv6","IH","1개","2.2개","1.2회","1.2회","1.6회","1.7회"
"(주)게임빌","고졸","-","820점","-","-","-","5개","1회","-","-","-"
"(주)게임빌","초대졸","3.7/4.5","-","-","-","2개","2.3개","1회","-","-","-"
"(주)게임빌","대졸","3.51/4.5","871점","Lv7","IM3","1.2개","2.1개","1.1회","1.5회","2.2회","2.7회"
"(주)와이티엔","초대졸","3.63/4.5","-","-","-","1개","2개","1회","-","1회","-"
"(주)와이티엔","대졸","3.5/4.5","768점","Lv6","IM1","1개","2.1개","1.4회","3회","3회","1.8회"
